"municipio","DRS","DRS.nome","id","DRS.nome.nonascii"
"Mendonça",15,"São José do Rio Preto",352950,"Sao_Jose_do_Rio_Preto"
"Meridiano",15,"São José do Rio Preto",352960,"Sao_Jose_do_Rio_Preto"
"Mesópolis",15,"São José do Rio Preto",352965,"Sao_Jose_do_Rio_Preto"
"Miguelópolis",8,"Franca",352970,"Franca"
"Mineiros do Tietê",6,"Bauru",352980,"Bauru"
"Mira Estrela",15,"São José do Rio Preto",353000,"Sao_Jose_do_Rio_Preto"
"Miracatu",12,"Registro",352990,"Registro"
"Mirandópolis",2,"Araçatuba",353010,"Aracatuba"
"Mirante do Paranapanema",11,"Presidente Prudente",353020,"Presidente_Prudente"
"Mirassol",15,"São José do Rio Preto",353030,"Sao_Jose_do_Rio_Preto"
"Mirassolândia",15,"São José do Rio Preto",353040,"Sao_Jose_do_Rio_Preto"
"Mococa",14,"São João da Boa Vista",353050,"Sao_Joao_da_Boa_Vista"
"Mogi das Cruzes",1,"Grande São Paulo",353060,"Grande_Sao_Paulo"
"Mombuca",10,"Piracicaba",353090,"Piracicaba"
"Monções",15,"São José do Rio Preto",353100,"Sao_Jose_do_Rio_Preto"
"Mongaguá",4,"Baixada Santista",353110,"Baixada_Santista"
"Monte Alegre do Sul",7,"Campinas",353120,"Campinas"
"Monte Alto",13,"Ribeirão Preto",353130,"Ribeirao_Preto"
"Monte Aprazível",15,"São José do Rio Preto",353140,"Sao_Jose_do_Rio_Preto"
"Monte Azul Paulista",5,"Barretos",353150,"Barretos"
"Monte Castelo",11,"Presidente Prudente",353160,"Presidente_Prudente"
"Monte Mor",7,"Campinas",353180,"Campinas"
"Monteiro Lobato",17,"Taubaté",353170,"Taubate"
"Morro Agudo",8,"Franca",353190,"Franca"
"Morungaba",7,"Campinas",353200,"Campinas"
"Motuca",3,"Araraquara",353205,"Araraquara"
"Murutinga do Sul",2,"Araçatuba",353210,"Aracatuba"
"Nantes",11,"Presidente Prudente",353215,"Presidente_Prudente"
"Narandiba",11,"Presidente Prudente",353220,"Presidente_Prudente"
"Natividade da Serra",17,"Taubaté",353230,"Taubate"
"Nazaré Paulista",7,"Campinas",353240,"Campinas"
"Neves Paulista",15,"São José do Rio Preto",353250,"Sao_Jose_do_Rio_Preto"
"Nhandeara",15,"São José do Rio Preto",353260,"Sao_Jose_do_Rio_Preto"
"Nipoã",15,"São José do Rio Preto",353270,"Sao_Jose_do_Rio_Preto"
"Nova Aliança",15,"São José do Rio Preto",353280,"Sao_Jose_do_Rio_Preto"
"Nova Campina",16,"Sorocaba",353282,"Sorocaba"
"Nova Canaã Paulista",15,"São José do Rio Preto",353284,"Sao_Jose_do_Rio_Preto"
"Nova Castilho",2,"Araçatuba",353286,"Aracatuba"
"Nova Europa",3,"Araraquara",353290,"Araraquara"
"Nova Granada",15,"São José do Rio Preto",353300,"Sao_Jose_do_Rio_Preto"
"Nova Guataporanga",11,"Presidente Prudente",353310,"Presidente_Prudente"
"Nova Independência",2,"Araçatuba",353320,"Aracatuba"
"Nova Odessa",7,"Campinas",353340,"Campinas"
"Novais",15,"São José do Rio Preto",353325,"Sao_Jose_do_Rio_Preto"
"Novo Horizonte",15,"São José do Rio Preto",353350,"Sao_Jose_do_Rio_Preto"
"Nuporanga",8,"Franca",353360,"Franca"
"Ocauçu",9,"Marília",353370,"Marilia"
"Óleo",9,"Marília",353380,"Marilia"
"Olímpia",5,"Barretos",353390,"Barretos"
"Onda Verde",15,"São José do Rio Preto",353400,"Sao_Jose_do_Rio_Preto"
"Oriente",9,"Marília",353410,"Marilia"
"Orindiúva",15,"São José do Rio Preto",353420,"Sao_Jose_do_Rio_Preto"
"Orlândia",8,"Franca",353430,"Franca"
"Osasco",1,"Grande São Paulo",353440,"Grande_Sao_Paulo"
"Oscar Bressane",9,"Marília",353450,"Marilia"
"Osvaldo Cruz",9,"Marília",353460,"Marilia"
"Ourinhos",9,"Marília",353470,"Marilia"
"Ouro Verde",11,"Presidente Prudente",353480,"Presidente_Prudente"
"Ouroeste",15,"São José do Rio Preto",353475,"Sao_Jose_do_Rio_Preto"
"Pacaembu",9,"Marília",353490,"Marilia"
"Palestina",15,"São José do Rio Preto",353500,"Sao_Jose_do_Rio_Preto"
"Palmares Paulista",15,"São José do Rio Preto",353510,"Sao_Jose_do_Rio_Preto"
"Palmeira d'Oeste",15,"São José do Rio Preto",353520,"Sao_Jose_do_Rio_Preto"
"Palmital",9,"Marília",353530,"Marilia"
"Panorama",11,"Presidente Prudente",353540,"Presidente_Prudente"
"Paraguaçu Paulista",9,"Marília",353550,"Marilia"
"Paraibuna",17,"Taubaté",353560,"Taubate"
"Paraíso",15,"São José do Rio Preto",353570,"Sao_Jose_do_Rio_Preto"
"Paranapanema",6,"Bauru",353580,"Bauru"
"Paranapuã",15,"São José do Rio Preto",353590,"Sao_Jose_do_Rio_Preto"
"Parapuã",9,"Marília",353600,"Marilia"
"Pardinho",6,"Bauru",353610,"Bauru"
"Pariquera-Açu",12,"Registro",353620,"Registro"
"Parisi",15,"São José do Rio Preto",353625,"Sao_Jose_do_Rio_Preto"
"Patrocínio Paulista",8,"Franca",353630,"Franca"
"Paulicéia",11,"Presidente Prudente",353640,"Presidente_Prudente"
"Paulínia",7,"Campinas",353650,"Campinas"
"Paulistânia",6,"Bauru",353657,"Bauru"
"Paulo de Faria",15,"São José do Rio Preto",353660,"Sao_Jose_do_Rio_Preto"
"Pederneiras",6,"Bauru",353670,"Bauru"
"Pedra Bela",7,"Campinas",353680,"Campinas"
"Pedranópolis",15,"São José do Rio Preto",353690,"Sao_Jose_do_Rio_Preto"
"Pedregulho",8,"Franca",353700,"Franca"
"Pedreira",7,"Campinas",353710,"Campinas"
"Pedrinhas Paulista",9,"Marília",353715,"Marilia"
"Pedro de Toledo",12,"Registro",353720,"Registro"
"Penápolis",2,"Araçatuba",353730,"Aracatuba"
"Pereira Barreto",2,"Araçatuba",353740,"Aracatuba"
"Pereiras",6,"Bauru",353750,"Bauru"
"Peruíbe",4,"Baixada Santista",353760,"Baixada_Santista"
"Piacatu",2,"Araçatuba",353770,"Aracatuba"
"Piedade",16,"Sorocaba",353780,"Sorocaba"
"Pilar do Sul",16,"Sorocaba",353790,"Sorocaba"
"Pindamonhangaba",17,"Taubaté",353800,"Taubate"
"Pindorama",15,"São José do Rio Preto",353810,"Sao_Jose_do_Rio_Preto"
"Pinhalzinho",7,"Campinas",353820,"Campinas"
"Piquerobi",11,"Presidente Prudente",353830,"Presidente_Prudente"
"Piquete",17,"Taubaté",353850,"Taubate"
"Piracaia",7,"Campinas",353860,"Campinas"
"Piracicaba",10,"Piracicaba",353870,"Piracicaba"
"Piraju",6,"Bauru",353880,"Bauru"
"Pirajuí",6,"Bauru",353890,"Bauru"
"Pirangi",15,"São José do Rio Preto",353900,"Sao_Jose_do_Rio_Preto"
"Pirapora do Bom Jesus",1,"Grande São Paulo",353910,"Grande_Sao_Paulo"
"Pirapozinho",11,"Presidente Prudente",353920,"Presidente_Prudente"
"Pirassununga",10,"Piracicaba",353930,"Piracicaba"
"Piratininga",6,"Bauru",353940,"Bauru"
"Pitangueiras",13,"Ribeirão Preto",353950,"Ribeirao_Preto"
"Planalto",15,"São José do Rio Preto",353960,"Sao_Jose_do_Rio_Preto"
"Platina",9,"Marília",353970,"Marilia"
"Poá",1,"Grande São Paulo",353980,"Grande_Sao_Paulo"
"Poloni",15,"São José do Rio Preto",353990,"Sao_Jose_do_Rio_Preto"
"Pompéia",9,"Marília",354000,"Marilia"
"Pongaí",6,"Bauru",354010,"Bauru"
"Pontal",13,"Ribeirão Preto",354020,"Ribeirao_Preto"
"Pontalinda",15,"São José do Rio Preto",354025,"Sao_Jose_do_Rio_Preto"
"Pontes Gestal",15,"São José do Rio Preto",354030,"Sao_Jose_do_Rio_Preto"
"Populina",15,"São José do Rio Preto",354040,"Sao_Jose_do_Rio_Preto"
"Porangaba",6,"Bauru",354050,"Bauru"
"Porto Feliz",16,"Sorocaba",354060,"Sorocaba"
"Porto Ferreira",3,"Araraquara",354070,"Araraquara"
"Potim",17,"Taubaté",354075,"Taubate"
"Potirendaba",15,"São José do Rio Preto",354080,"Sao_Jose_do_Rio_Preto"
"Pracinha",9,"Marília",354085,"Marilia"
"Pradópolis",13,"Ribeirão Preto",354090,"Ribeirao_Preto"
"Praia Grande",4,"Baixada Santista",354100,"Baixada_Santista"
"Pratânia",6,"Bauru",354105,"Bauru"
"Presidente Alves",6,"Bauru",354110,"Bauru"
"Presidente Bernardes",11,"Presidente Prudente",354120,"Presidente_Prudente"
"Presidente Epitácio",11,"Presidente Prudente",354130,"Presidente_Prudente"
"Presidente Prudente",11,"Presidente Prudente",354140,"Presidente_Prudente"
"Presidente Venceslau",11,"Presidente Prudente",354150,"Presidente_Prudente"
"Promissão",6,"Bauru",354160,"Bauru"
"Quadra",16,"Sorocaba",354165,"Sorocaba"
"Quatá",11,"Presidente Prudente",354170,"Presidente_Prudente"
"Queiroz",9,"Marília",354180,"Marilia"
"Queluz",17,"Taubaté",354190,"Taubate"
"Quintana",9,"Marília",354200,"Marilia"
"Rafard",10,"Piracicaba",354210,"Piracicaba"
"Rancharia",11,"Presidente Prudente",354220,"Presidente_Prudente"
"Redenção da Serra",17,"Taubaté",354230,"Taubate"
"Regente Feijó",11,"Presidente Prudente",354240,"Presidente_Prudente"
"Reginópolis",6,"Bauru",354250,"Bauru"
"Registro",12,"Registro",354260,"Registro"
"Restinga",8,"Franca",354270,"Franca"
"Ribeira",16,"Sorocaba",354280,"Sorocaba"
"Ribeirão Bonito",3,"Araraquara",354290,"Araraquara"
"Ribeirão Branco",16,"Sorocaba",354300,"Sorocaba"
"Ribeirão Corrente",8,"Franca",354310,"Franca"
"Ribeirão do Sul",9,"Marília",354320,"Marilia"
"Ribeirão dos Índios",11,"Presidente Prudente",354323,"Presidente_Prudente"
"Ribeirão Grande",16,"Sorocaba",354325,"Sorocaba"
"Ribeirão Pires",1,"Grande São Paulo",354330,"Grande_Sao_Paulo"
"Ribeirão Preto",13,"Ribeirão Preto",354340,"Ribeirao_Preto"
"Rifaina",8,"Franca",354360,"Franca"
"Rincão",3,"Araraquara",354370,"Araraquara"
"Rinópolis",9,"Marília",354380,"Marilia"
"Rio Claro",10,"Piracicaba",354390,"Piracicaba"
"Rio das Pedras",10,"Piracicaba",354400,"Piracicaba"
"Rio Grande da Serra",1,"Grande São Paulo",354410,"Grande_Sao_Paulo"
"Riolândia",15,"São José do Rio Preto",354420,"Sao_Jose_do_Rio_Preto"
"Riversul",16,"Sorocaba",354350,"Sorocaba"
"Rosana",11,"Presidente Prudente",354425,"Presidente_Prudente"
"Roseira",17,"Taubaté",354430,"Taubate"
"Rubiácea",2,"Araçatuba",354440,"Aracatuba"
"Rubinéia",15,"São José do Rio Preto",354450,"Sao_Jose_do_Rio_Preto"
"Sabino",6,"Bauru",354460,"Bauru"
"Sagres",9,"Marília",354470,"Marilia"
"Sales",15,"São José do Rio Preto",354480,"Sao_Jose_do_Rio_Preto"
"Sales Oliveira",8,"Franca",354490,"Franca"
"Salesópolis",1,"Grande São Paulo",354500,"Grande_Sao_Paulo"
"Salmourão",9,"Marília",354510,"Marilia"
"Saltinho",10,"Piracicaba",354515,"Piracicaba"
"Salto",16,"Sorocaba",354520,"Sorocaba"
"Salto de Pirapora",16,"Sorocaba",354530,"Sorocaba"
"Salto Grande",9,"Marília",354540,"Marilia"
"Sandovalina",11,"Presidente Prudente",354550,"Presidente_Prudente"
"Santa Adélia",15,"São José do Rio Preto",354560,"Sao_Jose_do_Rio_Preto"
"Santa Albertina",15,"São José do Rio Preto",354570,"Sao_Jose_do_Rio_Preto"
"Santa Bárbara d'Oeste",7,"Campinas",354580,"Campinas"
"Santa Branca",17,"Taubaté",354600,"Taubate"
"Santa Clara d'Oeste",15,"São José do Rio Preto",354610,"Sao_Jose_do_Rio_Preto"
"Santa Cruz da Conceição",10,"Piracicaba",354620,"Piracicaba"
"Santa Cruz da Esperança",13,"Ribeirão Preto",354625,"Ribeirao_Preto"
"Santa Cruz das Palmeiras",14,"São João da Boa Vista",354630,"Sao_Joao_da_Boa_Vista"
"Santa Cruz do Rio Pardo",9,"Marília",354640,"Marilia"
"Santa Ernestina",3,"Araraquara",354650,"Araraquara"
"Santa Fé do Sul",15,"São José do Rio Preto",354660,"Sao_Jose_do_Rio_Preto"
"Santa Gertrudes",10,"Piracicaba",354670,"Piracicaba"
"Santa Isabel",1,"Grande São Paulo",354680,"Grande_Sao_Paulo"
"Santa Maria da Serra",10,"Piracicaba",354700,"Piracicaba"
"Santa Mercedes",11,"Presidente Prudente",354710,"Presidente_Prudente"
"Santa Rita d'Oeste",15,"São José do Rio Preto",354740,"Sao_Jose_do_Rio_Preto"
"Santa Rita do Passa Quatro",13,"Ribeirão Preto",354750,"Ribeirao_Preto"
"Santa Salete",15,"São José do Rio Preto",354765,"Sao_Jose_do_Rio_Preto"
"Santana da Ponte Pensa",15,"São José do Rio Preto",354720,"Sao_Jose_do_Rio_Preto"
"Santana de Parnaíba",1,"Grande São Paulo",354730,"Grande_Sao_Paulo"
"Santo Anastácio",11,"Presidente Prudente",354770,"Presidente_Prudente"
"Santo André",1,"Grande São Paulo",354780,"Grande_Sao_Paulo"
"Santo Expedito",11,"Presidente Prudente",354830,"Presidente_Prudente"
"Santópolis do Aguapeí",2,"Araçatuba",354840,"Aracatuba"
"Santos",4,"Baixada Santista",354850,"Baixada_Santista"
"São Bento do Sapucaí",17,"Taubaté",354860,"Taubate"
"São Bernardo do Campo",1,"Grande São Paulo",354870,"Grande_Sao_Paulo"
"São Caetano do Sul",1,"Grande São Paulo",354880,"Grande_Sao_Paulo"
"São Carlos",3,"Araraquara",354890,"Araraquara"
"São Francisco",15,"São José do Rio Preto",354900,"Sao_Jose_do_Rio_Preto"
"São João da Boa Vista",14,"São João da Boa Vista",354910,"Sao_Joao_da_Boa_Vista"
"São João das Duas Pontes",15,"São José do Rio Preto",354920,"Sao_Jose_do_Rio_Preto"
"São João de Iracema",15,"São José do Rio Preto",354925,"Sao_Jose_do_Rio_Preto"
"São João do Pau d'Alho",11,"Presidente Prudente",354930,"Presidente_Prudente"
"São Joaquim da Barra",8,"Franca",354940,"Franca"
"São José da Bela Vista",8,"Franca",354950,"Franca"
"São José do Barreiro",17,"Taubaté",354960,"Taubate"
"São José do Rio Pardo",14,"São João da Boa Vista",354970,"Sao_Joao_da_Boa_Vista"
"São José do Rio Preto",15,"São José do Rio Preto",354980,"Sao_Jose_do_Rio_Preto"
"São José dos Campos",17,"Taubaté",354990,"Taubate"
"São Lourenço da Serra",1,"Grande São Paulo",354995,"Grande_Sao_Paulo"
"São Manuel",6,"Bauru",355010,"Bauru"
"São Miguel Arcanjo",16,"Sorocaba",355020,"Sorocaba"
"São Paulo",1,"Grande São Paulo",355030,"Grande_Sao_Paulo"
"São Pedro",10,"Piracicaba",355040,"Piracicaba"
"São Pedro do Turvo",9,"Marília",355050,"Marilia"
"São Roque",16,"Sorocaba",355060,"Sorocaba"
"São Sebastião",17,"Taubaté",355070,"Taubate"
"São Sebastião da Grama",14,"São João da Boa Vista",355080,"Sao_Joao_da_Boa_Vista"
"São Simão",13,"Ribeirão Preto",355090,"Ribeirao_Preto"
"São Vicente",4,"Baixada Santista",355100,"Baixada_Santista"
"Sarapuí",16,"Sorocaba",355110,"Sorocaba"
"Sarutaiá",6,"Bauru",355120,"Bauru"
"Sebastianópolis do Sul",15,"São José do Rio Preto",355130,"Sao_Jose_do_Rio_Preto"
"Serra Azul",13,"Ribeirão Preto",355140,"Ribeirao_Preto"
"Serra Negra",7,"Campinas",355160,"Campinas"
"Serrana",13,"Ribeirão Preto",355150,"Ribeirao_Preto"
"Sertãozinho",13,"Ribeirão Preto",355170,"Ribeirao_Preto"
"Sete Barras",12,"Registro",355180,"Registro"
"Severínia",5,"Barretos",355190,"Barretos"
"Silveiras",17,"Taubaté",355200,"Taubate"
"Socorro",7,"Campinas",355210,"Campinas"
"Sorocaba",16,"Sorocaba",355220,"Sorocaba"
"Sud Mennucci",2,"Araçatuba",355230,"Aracatuba"
"Sumaré",7,"Campinas",355240,"Campinas"
"Suzanápolis",2,"Araçatuba",355255,"Aracatuba"
"Suzano",1,"Grande São Paulo",355250,"Grande_Sao_Paulo"
"Tabapuã",15,"São José do Rio Preto",355260,"Sao_Jose_do_Rio_Preto"
"Tabatinga",3,"Araraquara",355270,"Araraquara"
"Taboão da Serra",1,"Grande São Paulo",355280,"Grande_Sao_Paulo"
"Taciba",11,"Presidente Prudente",355290,"Presidente_Prudente"
"Taguaí",6,"Bauru",355300,"Bauru"
"Taiaçu",5,"Barretos",355310,"Barretos"
"Taiúva",5,"Barretos",355320,"Barretos"
"Tambaú",14,"São João da Boa Vista",355330,"Sao_Joao_da_Boa_Vista"
"Tanabi",15,"São José do Rio Preto",355340,"Sao_Jose_do_Rio_Preto"
"Tapiraí",16,"Sorocaba",355350,"Sorocaba"
"Tapiratiba",14,"São João da Boa Vista",355360,"Sao_Joao_da_Boa_Vista"
"Taquaral",5,"Barretos",355365,"Barretos"
"Taquaritinga",3,"Araraquara",355370,"Araraquara"
"Taquarituba",6,"Bauru",355380,"Bauru"
"Taquarivaí",16,"Sorocaba",355385,"Sorocaba"
"Tarumã",9,"Marília",355395,"Marilia"
"Tatuí",16,"Sorocaba",355400,"Sorocaba"
"Taubaté",17,"Taubaté",355410,"Taubate"
"Tejupá",6,"Bauru",355420,"Bauru"
"Teodoro Sampaio",11,"Presidente Prudente",355430,"Presidente_Prudente"
"Terra Roxa",5,"Barretos",355440,"Barretos"
"Tietê",16,"Sorocaba",355450,"Sorocaba"
"Timburi",9,"Marília",355460,"Marilia"
"Torre de Pedra",6,"Bauru",355465,"Bauru"
"Torrinha",6,"Bauru",355470,"Bauru"
"Trabiju",3,"Araraquara",355475,"Araraquara"
"Tremembé",17,"Taubaté",355480,"Taubate"
"Três Fronteiras",15,"São José do Rio Preto",355490,"Sao_Jose_do_Rio_Preto"
"Tuiuti",7,"Campinas",355495,"Campinas"
"Tupã",9,"Marília",355500,"Marilia"
"Tupi Paulista",11,"Presidente Prudente",355510,"Presidente_Prudente"
"Turiúba",2,"Araçatuba",355520,"Aracatuba"
"Turmalina",15,"São José do Rio Preto",355530,"Sao_Jose_do_Rio_Preto"
"Ubarana",15,"São José do Rio Preto",355535,"Sao_Jose_do_Rio_Preto"
"Ubatuba",17,"Taubaté",355540,"Taubate"
"Ubirajara",9,"Marília",355550,"Marilia"
"União Paulista",15,"São José do Rio Preto",355570,"Sao_Jose_do_Rio_Preto"
"Urânia",15,"São José do Rio Preto",355580,"Sao_Jose_do_Rio_Preto"
"Uru",6,"Bauru",355590,"Bauru"
"Urupês",15,"São José do Rio Preto",355600,"Sao_Jose_do_Rio_Preto"
"Valentim Gentil",15,"São José do Rio Preto",355610,"Sao_Jose_do_Rio_Preto"
"Valinhos",7,"Campinas",355620,"Campinas"
"Valparaíso",2,"Araçatuba",355630,"Aracatuba"
"Vargem",7,"Campinas",355635,"Campinas"
"Vargem Grande do Sul",14,"São João da Boa Vista",355640,"Sao_Joao_da_Boa_Vista"
"Vargem Grande Paulista",1,"Grande São Paulo",355645,"Grande_Sao_Paulo"
"Várzea Paulista",7,"Campinas",355650,"Campinas"
"Vera Cruz",9,"Marília",355660,"Marilia"
"Vinhedo",7,"Campinas",355670,"Campinas"
"Viradouro",5,"Barretos",355680,"Barretos"
"Vista Alegre do Alto",5,"Barretos",355690,"Barretos"
"Vitória Brasil",15,"São José do Rio Preto",355695,"Sao_Jose_do_Rio_Preto"
"Votorantim",16,"Sorocaba",355700,"Sorocaba"
"Votuporanga",15,"São José do Rio Preto",355710,"Sao_Jose_do_Rio_Preto"
"Zacarias",15,"São José do Rio Preto",355715,"Sao_Jose_do_Rio_Preto"
